"property1","property2","index","url"
"Following his appearance on NBC’s “Meet the Press” over the weekend, when he declined to offer a full endorsement of Hillary Clinton’s Presidential campaign bid, Mayor Bill de Blasio found himself on the front of New York City’s tabloids on Monday. “STABBED IN DE BACK,” blared the Daily News. The Post ran with “HILL’S FURY” and the subhead “Blaz won’t endorse as prez run official.”","April 13, 2015","1","http://www.newyorker.com/news/john-cassidy/hillary-clinton-and-the-democrats-inequality-agenda"
"As a former newspaper headline writer, I could admire the “DE BACK” formulation, but I was also keen to read what de Blasio had actually said. He turned out to have described Clinton as “a tremendous public servant” and “one of the most qualified people ever to run for this office.” But unlike New York’s two Democratic senators, Charles Schumer and Kirsten Gillibrand, as well as Governor Andrew Cuomo, de Blasio declined the opportunity to issue a full public endorsement of Clinton’s candidacy, saying, ”We need to see the substance.”","2","http://www.newyorker.com/news/john-cassidy/hillary-clinton-and-the-democrats-inequality-agenda"
"","3","http://www.newyorker.com/news/john-cassidy/hillary-clinton-and-the-democrats-inequality-agenda"
"Coming from a politician who served in Bill Clinton’s Administration and who helped to run Hillary’s successful campaign for Senate in 2000, these comments were a bit surprising, especially since they were spoken a few hours before Hillary’s official announcement. I am sure they irked some people in the Clinton camp. But before we extrapolate this story into a major breach between Hillary and the progressive wing of the Democratic Party, it’s worth looking in a bit more detail at the economic issues that might divide the two sides.","4","http://www.newyorker.com/news/john-cassidy/hillary-clinton-and-the-democrats-inequality-agenda"
"“I think progressives all over the country, I think everyday Americans are demanding that their candidates—the President and every other level—really say that we have a plan that we can believe in for addressing income inequality,” de Blasio said, in explaining his wait-and-see attitude. “It has to include increases in wages and benefits. It has to include the willingness to tax the wealthy so we can invest in infrastructure, so we can invest in education.”","5","http://www.newyorker.com/news/john-cassidy/hillary-clinton-and-the-democrats-inequality-agenda"
"This statement was certainly more specific than what Clinton offered in the video she released to announce her candidacy, in which she says, “Americans have fought their way back from tough economic times. But the deck is still stacked in favor of those at the top. Everyday Americans need a champion.” But in identifying the very rich as the beneficiaries of unfair circumstances rather than of individual enterprise and hard work, and in prioritizing the material circumstances of the middle class, Clinton was clearly pitching her tent on the same turf occupied by progressives like de Blasio and Massachusetts Senator Elizabeth Warren.","6","http://www.newyorker.com/news/john-cassidy/hillary-clinton-and-the-democrats-inequality-agenda"
"The question, of course, is whether Clinton’s words were just talk. De Blasio was well within his rights to take a noncommittal attitude—indeed, his progressive supporters would have demanded no less. Traditionally, the Clinton wing of the Democratic Party has emphasized promoting “opportunity” over reducing inequality. As Lawrence Mishel, the president of the liberal Economic Policy Institute, pointed out in a blog post last week, that approach has sometimes enabled centrist Democrats to “avoid confronting the top 1 percent’s capture of the lion’s share of income growth. After all, addressing runaway executive pay and a runaway financial sector—the main causes of the top 1 percent’s income gains—smacks of redistribution; and besides, those folks are their donor base.” With Hillary and her staff about to hit up hedge-fund managers, investment bankers, tech moguls, and other rich folks for hefty campaign contributions, the suspicion lingers that, when it comes down to it, her campaign will punt, rather than directly confront, the entrenched problems of income and wealth inequality.","7","http://www.newyorker.com/news/john-cassidy/hillary-clinton-and-the-democrats-inequality-agenda"
"On the other hand, the political center of gravity has shifted in the Democratic Party, and there are reasons to hope that Clinton will embrace a more progressive, far-reaching agenda than anything that her husband and his fellow New Democrats would have endorsed in the nineteen-nineties. Since the financial crisis and the Great Recession, which were widely perceived to have been the work of Wall Street, inequality and wage stagnation have come to dominate the policy agenda in a way that they didn’t a decade ago. Even in what used to be called the Rubinite wing of the Party, after former Treasury Secretary Robert Rubin, there is a widespread recognition that something more is necessary.","8","http://www.newyorker.com/news/john-cassidy/hillary-clinton-and-the-democrats-inequality-agenda"
"Earlier this year, for instance, the Center for American Progress, a Washington think tank created by John Podesta, Hillary’s campaign manager, issued a lengthy report devoted to the subject of “inclusive prosperity.” It was put together by a commission of economists and policy experts led by Larry Summers, the former Treasury Secretary, and Ed Balls, the senior economic spokesman for the British Labour Party. During the nineties, Summers and Balls were both supporters of a “third way” approach to economic policy, which emphasized deregulation and the power of markets. Today their primary concern is coming up with policies designed to raise wages and ameliorate rising inequality.","9","http://www.newyorker.com/news/john-cassidy/hillary-clinton-and-the-democrats-inequality-agenda"
"Some of the proposals in the C.A.P. report were familiar. The commission called for a rise in the minimum wage and an expansion of the Earned Income Tax Credit program, which provides cash subsidies to low-wage workers. These are both good ideas, and ones that the Obama Administration has also championed. But what was novel, and potentially costly, in the report was the idea of providing temporary wage subsidies to working households that earn as much as eighty or ninety thousand dollars a year. (The current phase-out threshold for the Earned Income Tax Credit is about twenty-three thousand dollars.) “Short-term middle-class tax relief would ideally be provided until income stagnation is overcome,” the report said. “The tax relief could automatically expire in three years or automatically phase out based on Bureau of Labor Statistics data showing improvement in wage growth of a specified amount for the middle class.”","10","http://www.newyorker.com/news/john-cassidy/hillary-clinton-and-the-democrats-inequality-agenda"
"In another part of the report that seemed to go beyond the New Democrat ethos, the C.A.P. commission endorsed various steps to strengthen the bargaining position of workers and labor unions. In addition to endorsing the more expeditious “card check” method of setting up unions, which is a long-time demand of the labor movement, the report called for automatic government arbitration in instances when employers refuse to bargain collectively with newly formed unions, as well as the mandatory establishment of works councils, before which workers’ grievances could be heard. In an effort to insure that workers reap more of the benefits of corporate profits, which have been growing strongly, the report also recommended expanding tax incentives for employee-share-ownership schemes.","11","http://www.newyorker.com/news/john-cassidy/hillary-clinton-and-the-democrats-inequality-agenda"
